id,duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,class
473.0,9.0,654.0,4.0,3.0,28.0,1.0,1.0,<0,existing paid,new car,<100,1<=X<4,male single,none,car,none,own,unskilled resident,none,yes,bad
474.0,6.0,1238.0,4.0,4.0,36.0,1.0,2.0,no checking,existing paid,retraining,no known savings,unemployed,male single,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
475.0,18.0,1245.0,4.0,2.0,33.0,1.0,1.0,0<=X<200,critical/other existing credit,radio/tv,<100,1<=X<4,male mar/wid,none,car,none,own,skilled,none,yes,bad
476.0,18.0,3114.0,1.0,4.0,26.0,1.0,1.0,<0,no credits/all paid,furniture/equipment,<100,<1,female div/dep/mar,none,life insurance,none,rent,skilled,none,yes,bad
477.0,39.0,2569.0,4.0,4.0,24.0,1.0,1.0,no checking,existing paid,used car,500<=X<1000,1<=X<4,male single,none,car,none,own,skilled,none,yes,good
478.0,24.0,5152.0,4.0,2.0,25.0,1.0,1.0,>=200,existing paid,radio/tv,<100,4<=X<7,male single,none,car,bank,own,skilled,none,yes,good
479.0,12.0,1037.0,3.0,4.0,39.0,1.0,1.0,0<=X<200,existing paid,business,100<=X<500,4<=X<7,male single,none,real estate,none,own,unskilled resident,none,yes,good
480.0,15.0,1478.0,4.0,4.0,44.0,2.0,2.0,<0,critical/other existing credit,furniture/equipment,<100,>=7,male single,none,car,none,own,skilled,yes,yes,good
481.0,12.0,3573.0,1.0,1.0,23.0,1.0,1.0,0<=X<200,critical/other existing credit,radio/tv,<100,1<=X<4,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,good
482.0,24.0,1201.0,4.0,1.0,26.0,1.0,1.0,0<=X<200,existing paid,new car,<100,<1,male single,none,life insurance,none,own,skilled,none,yes,good
483.0,30.0,3622.0,4.0,4.0,57.0,2.0,1.0,<0,existing paid,furniture/equipment,>=1000,>=7,female div/dep/mar,none,life insurance,none,rent,skilled,yes,yes,good
484.0,15.0,960.0,3.0,2.0,30.0,2.0,1.0,no checking,delayed previously,furniture/equipment,>=1000,4<=X<7,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,good
485.0,12.0,1163.0,4.0,4.0,44.0,1.0,1.0,no checking,critical/other existing credit,new car,500<=X<1000,1<=X<4,male single,none,real estate,none,own,skilled,yes,yes,good
486.0,6.0,1209.0,4.0,4.0,47.0,1.0,1.0,0<=X<200,delayed previously,new car,<100,unemployed,male single,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,bad
487.0,12.0,3077.0,2.0,4.0,52.0,1.0,1.0,no checking,existing paid,radio/tv,<100,1<=X<4,male single,none,car,none,own,skilled,yes,yes,good
488.0,24.0,3757.0,4.0,4.0,62.0,1.0,1.0,no checking,existing paid,new car,<100,>=7,female div/dep/mar,co applicant,no known property,none,for free,skilled,yes,yes,good
489.0,10.0,1418.0,3.0,2.0,35.0,1.0,1.0,no checking,existing paid,new car,100<=X<500,1<=X<4,male single,none,real estate,none,rent,unskilled resident,none,no,good
490.0,6.0,3518.0,2.0,3.0,26.0,1.0,1.0,no checking,existing paid,new car,<100,1<=X<4,male single,guarantor,life insurance,none,rent,skilled,none,yes,good
491.0,12.0,1934.0,2.0,2.0,26.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,<100,>=7,male single,none,no known property,none,own,skilled,none,yes,good
492.0,27.0,8318.0,2.0,4.0,42.0,2.0,1.0,0<=X<200,no credits/all paid,business,<100,>=7,female div/dep/mar,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,bad
493.0,6.0,1237.0,1.0,1.0,27.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,100<=X<500,1<=X<4,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,good
494.0,6.0,368.0,4.0,4.0,38.0,1.0,1.0,0<=X<200,existing paid,radio/tv,no known savings,>=7,male single,none,life insurance,none,own,skilled,none,yes,good
495.0,12.0,2122.0,3.0,2.0,39.0,2.0,2.0,<0,critical/other existing credit,new car,<100,1<=X<4,male single,none,real estate,none,rent,unskilled resident,none,no,good
496.0,24.0,2996.0,2.0,4.0,20.0,1.0,1.0,<0,existing paid,furniture/equipment,no known savings,1<=X<4,male mar/wid,none,car,none,own,skilled,none,yes,bad
497.0,36.0,9034.0,4.0,1.0,29.0,1.0,1.0,0<=X<200,existing paid,furniture/equipment,100<=X<500,<1,male single,co applicant,no known property,none,rent,high qualif/self emp/mgmt,yes,yes,bad
498.0,24.0,1585.0,4.0,3.0,40.0,2.0,1.0,no checking,critical/other existing credit,furniture/equipment,<100,4<=X<7,male single,none,life insurance,none,own,skilled,none,yes,good
499.0,18.0,1301.0,4.0,2.0,32.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,>=7,male mar/wid,guarantor,real estate,none,own,unskilled resident,none,yes,good
500.0,6.0,1323.0,2.0,4.0,28.0,2.0,2.0,>=200,critical/other existing credit,new car,100<=X<500,>=7,male div/sep,none,car,none,own,skilled,yes,yes,good
501.0,24.0,3123.0,4.0,1.0,27.0,1.0,1.0,<0,existing paid,new car,<100,<1,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
502.0,36.0,5493.0,2.0,4.0,42.0,1.0,2.0,<0,existing paid,used car,<100,>=7,male single,none,no known property,none,for free,skilled,none,yes,good
503.0,9.0,1126.0,2.0,4.0,49.0,1.0,1.0,>=200,existing paid,radio/tv,100<=X<500,>=7,male div/sep,none,real estate,none,own,skilled,none,yes,good
504.0,24.0,1216.0,4.0,4.0,38.0,2.0,2.0,0<=X<200,critical/other existing credit,radio/tv,100<=X<500,<1,male single,none,no known property,bank,own,skilled,none,yes,bad
505.0,24.0,1207.0,4.0,4.0,24.0,1.0,1.0,<0,existing paid,new car,<100,<1,female div/dep/mar,none,life insurance,none,rent,skilled,none,yes,bad
506.0,10.0,1309.0,4.0,4.0,27.0,1.0,1.0,no checking,existing paid,new car,no known savings,1<=X<4,male single,guarantor,life insurance,none,own,unskilled resident,none,yes,bad
507.0,15.0,2360.0,2.0,2.0,36.0,1.0,1.0,>=200,critical/other existing credit,used car,500<=X<1000,1<=X<4,male single,none,car,none,own,skilled,yes,yes,good
508.0,15.0,6850.0,1.0,2.0,34.0,1.0,2.0,0<=X<200,all paid,new car,100<=X<500,unemployed,male single,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,bad
509.0,24.0,1413.0,4.0,2.0,28.0,1.0,1.0,no checking,existing paid,radio/tv,<100,1<=X<4,male mar/wid,none,life insurance,none,own,skilled,none,yes,good
510.0,39.0,8588.0,4.0,2.0,45.0,1.0,1.0,no checking,existing paid,used car,100<=X<500,>=7,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,good
511.0,12.0,759.0,4.0,2.0,26.0,1.0,1.0,<0,existing paid,new car,<100,4<=X<7,male single,none,real estate,none,own,skilled,none,yes,bad
512.0,36.0,4686.0,2.0,2.0,32.0,1.0,1.0,no checking,existing paid,used car,<100,1<=X<4,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,good
513.0,15.0,2687.0,2.0,4.0,26.0,1.0,1.0,>=200,existing paid,business,<100,4<=X<7,male single,none,life insurance,none,rent,skilled,yes,yes,good
514.0,12.0,585.0,4.0,4.0,20.0,2.0,1.0,0<=X<200,delayed previously,radio/tv,<100,1<=X<4,male mar/wid,co applicant,real estate,none,rent,skilled,none,yes,good
515.0,24.0,2255.0,4.0,1.0,54.0,1.0,1.0,no checking,existing paid,new car,no known savings,<1,male single,none,life insurance,none,own,skilled,none,yes,good
516.0,6.0,609.0,4.0,3.0,37.0,2.0,1.0,<0,critical/other existing credit,new car,<100,4<=X<7,female div/dep/mar,none,life insurance,none,own,skilled,none,no,good
517.0,6.0,1361.0,2.0,4.0,40.0,1.0,2.0,<0,critical/other existing credit,new car,<100,<1,male single,none,real estate,none,own,unskilled resident,none,no,good
518.0,36.0,7127.0,2.0,4.0,23.0,2.0,1.0,no checking,critical/other existing credit,furniture/equipment,<100,<1,female div/dep/mar,none,life insurance,none,rent,skilled,yes,yes,bad
519.0,6.0,1203.0,3.0,2.0,43.0,1.0,1.0,<0,existing paid,new car,100<=X<500,>=7,male single,none,life insurance,none,own,skilled,yes,yes,good
520.0,6.0,700.0,4.0,4.0,36.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,no known savings,>=7,male single,none,no known property,none,for free,skilled,none,yes,good
521.0,24.0,5507.0,3.0,4.0,44.0,2.0,1.0,no checking,critical/other existing credit,repairs,<100,>=7,male single,none,no known property,none,for free,skilled,none,yes,good
522.0,18.0,3190.0,2.0,2.0,24.0,1.0,1.0,<0,existing paid,radio/tv,<100,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,none,yes,bad
523.0,48.0,7119.0,3.0,4.0,53.0,2.0,2.0,<0,no credits/all paid,furniture/equipment,<100,1<=X<4,male single,none,no known property,none,for free,skilled,none,yes,bad
524.0,24.0,3488.0,3.0,4.0,23.0,1.0,1.0,no checking,existing paid,used car,100<=X<500,4<=X<7,female div/dep/mar,none,car,none,own,skilled,none,yes,good
525.0,18.0,1113.0,4.0,4.0,26.0,1.0,2.0,0<=X<200,existing paid,radio/tv,<100,1<=X<4,female div/dep/mar,guarantor,real estate,none,own,unskilled resident,none,yes,good
526.0,26.0,7966.0,2.0,3.0,30.0,2.0,1.0,0<=X<200,existing paid,used car,<100,<1,male single,none,car,none,own,skilled,none,yes,good
527.0,15.0,1532.0,4.0,3.0,31.0,1.0,1.0,no checking,critical/other existing credit,education,100<=X<500,1<=X<4,female div/dep/mar,none,car,none,own,skilled,none,yes,good
528.0,4.0,1503.0,2.0,1.0,42.0,2.0,2.0,no checking,critical/other existing credit,radio/tv,<100,4<=X<7,male single,none,real estate,none,own,unskilled resident,none,yes,good
529.0,36.0,2302.0,4.0,4.0,31.0,1.0,1.0,<0,existing paid,radio/tv,<100,1<=X<4,male div/sep,none,car,none,rent,skilled,none,yes,bad
530.0,6.0,662.0,3.0,4.0,41.0,1.0,2.0,<0,existing paid,new car,<100,<1,male single,none,real estate,none,own,unskilled resident,yes,yes,good
531.0,36.0,2273.0,3.0,1.0,32.0,2.0,2.0,0<=X<200,existing paid,education,<100,4<=X<7,male single,none,car,none,own,skilled,none,yes,good
532.0,15.0,2631.0,2.0,4.0,28.0,2.0,1.0,0<=X<200,existing paid,new car,100<=X<500,1<=X<4,female div/dep/mar,none,car,none,rent,skilled,yes,yes,bad
533.0,12.0,1503.0,4.0,4.0,41.0,1.0,1.0,no checking,delayed previously,used car,<100,1<=X<4,male mar/wid,none,real estate,none,rent,skilled,none,yes,good
534.0,24.0,1311.0,4.0,3.0,26.0,1.0,1.0,no checking,existing paid,radio/tv,100<=X<500,4<=X<7,male mar/wid,none,life insurance,none,own,skilled,yes,yes,good
535.0,24.0,3105.0,4.0,2.0,25.0,2.0,1.0,no checking,existing paid,radio/tv,no known savings,<1,male single,none,car,none,own,skilled,none,yes,good
536.0,21.0,2319.0,2.0,1.0,33.0,1.0,1.0,>=200,critical/other existing credit,education,<100,<1,male div/sep,none,car,none,rent,skilled,none,yes,bad
537.0,6.0,1374.0,4.0,3.0,75.0,1.0,1.0,<0,existing paid,new car,no known savings,unemployed,female div/dep/mar,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
538.0,18.0,3612.0,3.0,4.0,37.0,1.0,1.0,0<=X<200,critical/other existing credit,furniture/equipment,<100,>=7,female div/dep/mar,none,life insurance,none,own,skilled,yes,yes,good
539.0,48.0,7763.0,4.0,4.0,42.0,1.0,1.0,<0,existing paid,new car,<100,>=7,male single,none,no known property,bank,for free,high qualif/self emp/mgmt,none,yes,bad
540.0,18.0,3049.0,1.0,1.0,45.0,1.0,1.0,>=200,existing paid,furniture/equipment,<100,<1,female div/dep/mar,none,life insurance,stores,own,unskilled resident,none,yes,good
541.0,12.0,1534.0,1.0,1.0,23.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,<1,male mar/wid,none,real estate,none,rent,skilled,none,yes,bad
542.0,24.0,2032.0,4.0,4.0,60.0,2.0,1.0,no checking,delayed previously,new car,<100,>=7,male single,none,no known property,none,for free,skilled,yes,yes,good
543.0,30.0,6350.0,4.0,4.0,31.0,1.0,1.0,<0,existing paid,furniture/equipment,no known savings,>=7,male single,none,life insurance,none,own,skilled,none,yes,bad
544.0,18.0,2864.0,2.0,1.0,34.0,1.0,2.0,>=200,existing paid,furniture/equipment,<100,1<=X<4,male single,none,real estate,none,own,unskilled resident,none,yes,bad
545.0,12.0,1255.0,4.0,4.0,61.0,2.0,1.0,no checking,critical/other existing credit,new car,<100,>=7,male single,none,real estate,none,own,unskilled resident,none,yes,good
546.0,24.0,1333.0,4.0,2.0,43.0,2.0,2.0,<0,delayed previously,new car,<100,unemployed,male single,none,real estate,none,for free,skilled,none,yes,bad
547.0,24.0,2022.0,4.0,4.0,37.0,1.0,1.0,no checking,critical/other existing credit,new car,<100,1<=X<4,female div/dep/mar,none,car,none,own,skilled,yes,yes,good
548.0,24.0,1552.0,3.0,1.0,32.0,1.0,2.0,no checking,existing paid,radio/tv,<100,4<=X<7,male single,none,car,bank,own,skilled,none,yes,good
549.0,12.0,626.0,4.0,4.0,24.0,1.0,1.0,<0,all paid,radio/tv,<100,1<=X<4,female div/dep/mar,none,real estate,bank,own,unskilled resident,none,yes,bad
550.0,48.0,8858.0,2.0,1.0,35.0,2.0,1.0,no checking,critical/other existing credit,used car,no known savings,4<=X<7,male single,none,no known property,none,for free,skilled,yes,yes,good
551.0,12.0,996.0,4.0,4.0,23.0,2.0,1.0,no checking,critical/other existing credit,repairs,no known savings,4<=X<7,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
552.0,6.0,1750.0,2.0,4.0,45.0,1.0,2.0,no checking,all paid,radio/tv,500<=X<1000,>=7,male single,none,life insurance,bank,own,unskilled resident,none,yes,good
553.0,48.0,6999.0,1.0,1.0,34.0,2.0,1.0,<0,existing paid,radio/tv,<100,4<=X<7,male mar/wid,guarantor,real estate,none,own,skilled,yes,yes,bad
554.0,12.0,1995.0,4.0,1.0,27.0,1.0,1.0,0<=X<200,critical/other existing credit,new car,100<=X<500,<1,male single,none,car,none,own,skilled,none,yes,good
555.0,9.0,1199.0,4.0,4.0,67.0,2.0,1.0,0<=X<200,existing paid,education,<100,4<=X<7,female div/dep/mar,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
556.0,12.0,1331.0,2.0,1.0,22.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,<1,male single,none,car,stores,own,skilled,none,yes,bad
557.0,18.0,2278.0,3.0,3.0,28.0,2.0,1.0,0<=X<200,no credits/all paid,new car,100<=X<500,<1,female div/dep/mar,none,car,none,own,skilled,none,yes,bad
558.0,21.0,5003.0,1.0,4.0,29.0,2.0,1.0,no checking,no credits/all paid,new car,no known savings,1<=X<4,female div/dep/mar,none,life insurance,bank,own,skilled,yes,yes,bad
559.0,24.0,3552.0,3.0,4.0,27.0,1.0,1.0,<0,all paid,furniture/equipment,<100,4<=X<7,male single,none,car,bank,own,skilled,none,yes,bad
560.0,18.0,1928.0,2.0,2.0,31.0,2.0,1.0,0<=X<200,critical/other existing credit,furniture/equipment,<100,<1,male single,none,real estate,none,own,unskilled resident,none,yes,bad
561.0,24.0,2964.0,4.0,4.0,49.0,1.0,2.0,<0,existing paid,used car,no known savings,>=7,male single,none,no known property,bank,for free,skilled,yes,yes,good
562.0,24.0,1546.0,4.0,4.0,24.0,1.0,1.0,<0,all paid,radio/tv,<100,4<=X<7,male single,guarantor,car,bank,rent,unskilled resident,none,yes,bad
563.0,6.0,683.0,2.0,1.0,29.0,1.0,1.0,>=200,delayed previously,radio/tv,<100,<1,female div/dep/mar,none,life insurance,bank,own,skilled,none,yes,good
564.0,36.0,12389.0,1.0,4.0,37.0,1.0,1.0,0<=X<200,existing paid,new car,no known savings,1<=X<4,male single,none,no known property,none,for free,skilled,yes,yes,bad
565.0,24.0,4712.0,4.0,2.0,37.0,2.0,1.0,0<=X<200,delayed previously,business,no known savings,1<=X<4,male single,none,life insurance,bank,own,high qualif/self emp/mgmt,yes,yes,good
566.0,24.0,1553.0,3.0,2.0,23.0,2.0,1.0,0<=X<200,delayed previously,radio/tv,100<=X<500,4<=X<7,female div/dep/mar,none,life insurance,none,rent,skilled,yes,yes,good
567.0,12.0,1372.0,2.0,3.0,36.0,1.0,1.0,<0,existing paid,new car,<100,4<=X<7,male div/sep,none,car,none,own,skilled,none,yes,bad
568.0,24.0,2578.0,2.0,2.0,34.0,1.0,1.0,no checking,critical/other existing credit,radio/tv,>=1000,>=7,male single,none,car,none,own,skilled,none,yes,good
569.0,48.0,3979.0,4.0,1.0,41.0,2.0,2.0,0<=X<200,existing paid,radio/tv,no known savings,4<=X<7,male single,none,car,none,own,skilled,yes,yes,good
570.0,48.0,6758.0,3.0,2.0,31.0,1.0,1.0,<0,existing paid,radio/tv,<100,1<=X<4,female div/dep/mar,none,car,none,own,skilled,yes,yes,bad
571.0,24.0,3234.0,4.0,4.0,23.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,<1,female div/dep/mar,none,real estate,none,rent,unskilled resident,yes,yes,bad
572.0,30.0,5954.0,3.0,2.0,38.0,1.0,1.0,no checking,critical/other existing credit,radio/tv,<100,4<=X<7,male single,co applicant,car,none,own,skilled,none,yes,good
573.0,24.0,5433.0,2.0,4.0,26.0,1.0,1.0,no checking,existing paid,used car,no known savings,unemployed,female div/dep/mar,none,life insurance,none,rent,high qualif/self emp/mgmt,yes,yes,good
574.0,15.0,806.0,4.0,4.0,22.0,1.0,1.0,<0,existing paid,business,<100,1<=X<4,female div/dep/mar,none,life insurance,none,own,unskilled resident,none,yes,good
575.0,9.0,1082.0,4.0,4.0,27.0,2.0,1.0,0<=X<200,existing paid,radio/tv,<100,>=7,male single,none,car,none,own,unskilled resident,none,yes,good
576.0,15.0,2788.0,2.0,3.0,24.0,2.0,1.0,no checking,critical/other existing credit,furniture/equipment,<100,4<=X<7,female div/dep/mar,co applicant,car,bank,own,skilled,none,yes,good
577.0,12.0,2930.0,2.0,1.0,27.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,4<=X<7,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
578.0,24.0,1927.0,3.0,2.0,33.0,2.0,1.0,no checking,critical/other existing credit,education,no known savings,1<=X<4,female div/dep/mar,none,car,none,own,skilled,yes,yes,good
579.0,36.0,2820.0,4.0,4.0,27.0,2.0,1.0,0<=X<200,critical/other existing credit,new car,<100,<1,male div/sep,none,car,none,own,skilled,none,yes,bad
580.0,24.0,937.0,4.0,3.0,27.0,2.0,1.0,no checking,existing paid,retraining,<100,<1,male mar/wid,none,car,none,own,unskilled resident,none,yes,good
581.0,18.0,1056.0,3.0,3.0,30.0,2.0,1.0,0<=X<200,critical/other existing credit,new car,<100,>=7,male single,guarantor,real estate,bank,own,skilled,none,yes,bad
582.0,12.0,3124.0,1.0,3.0,49.0,2.0,2.0,0<=X<200,critical/other existing credit,new car,<100,<1,male single,none,real estate,bank,own,unskilled resident,none,yes,good
583.0,9.0,1388.0,4.0,2.0,26.0,1.0,1.0,no checking,existing paid,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,real estate,none,rent,skilled,none,yes,good
584.0,36.0,2384.0,4.0,1.0,33.0,1.0,1.0,0<=X<200,existing paid,repairs,<100,<1,male single,none,no known property,none,rent,unskilled resident,none,yes,bad
585.0,12.0,2133.0,4.0,4.0,52.0,1.0,1.0,no checking,existing paid,new car,no known savings,>=7,female div/dep/mar,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,good
586.0,18.0,2039.0,1.0,4.0,20.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,real estate,bank,rent,skilled,none,yes,bad
587.0,9.0,2799.0,2.0,2.0,36.0,2.0,2.0,<0,critical/other existing credit,new car,<100,1<=X<4,male single,none,real estate,none,rent,skilled,none,yes,good
588.0,12.0,1289.0,4.0,1.0,21.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,1<=X<4,male single,guarantor,life insurance,none,own,unskilled resident,none,yes,good
589.0,18.0,1217.0,4.0,3.0,47.0,1.0,1.0,<0,existing paid,domestic appliance,<100,1<=X<4,male mar/wid,none,real estate,none,own,unskilled resident,yes,yes,bad
590.0,12.0,2246.0,3.0,3.0,60.0,2.0,1.0,<0,critical/other existing credit,furniture/equipment,<100,>=7,male single,none,life insurance,none,own,skilled,none,yes,bad
591.0,12.0,385.0,4.0,3.0,58.0,4.0,1.0,<0,critical/other existing credit,radio/tv,<100,4<=X<7,female div/dep/mar,none,real estate,none,own,unskilled resident,yes,yes,good
592.0,24.0,1965.0,4.0,4.0,42.0,2.0,1.0,0<=X<200,delayed previously,new car,no known savings,1<=X<4,female div/dep/mar,none,car,none,rent,skilled,yes,yes,good
593.0,21.0,1572.0,4.0,4.0,36.0,1.0,1.0,no checking,existing paid,business,>=1000,>=7,female div/dep/mar,none,real estate,bank,own,unskilled resident,none,yes,good
594.0,24.0,2718.0,3.0,4.0,20.0,1.0,1.0,0<=X<200,existing paid,new car,<100,1<=X<4,female div/dep/mar,none,life insurance,none,rent,unskilled resident,yes,yes,bad
595.0,24.0,1358.0,4.0,3.0,40.0,1.0,1.0,<0,all paid,other,no known savings,>=7,male single,none,car,stores,own,high qualif/self emp/mgmt,yes,yes,bad
596.0,6.0,931.0,1.0,1.0,32.0,1.0,1.0,0<=X<200,all paid,new car,100<=X<500,<1,female div/dep/mar,none,life insurance,stores,own,unskilled resident,none,yes,bad
597.0,24.0,1442.0,4.0,4.0,23.0,2.0,1.0,<0,existing paid,new car,<100,4<=X<7,female div/dep/mar,none,car,none,rent,skilled,none,yes,bad
598.0,24.0,4241.0,1.0,4.0,36.0,3.0,1.0,0<=X<200,no credits/all paid,business,<100,1<=X<4,male single,none,real estate,none,own,unskilled resident,yes,yes,bad
599.0,18.0,2775.0,2.0,2.0,31.0,2.0,1.0,no checking,critical/other existing credit,new car,<100,4<=X<7,male single,none,life insurance,bank,own,skilled,none,yes,bad
600.0,24.0,3863.0,1.0,2.0,32.0,1.0,1.0,no checking,delayed previously,business,<100,1<=X<4,male single,none,no known property,none,for free,skilled,none,yes,good
601.0,7.0,2329.0,1.0,1.0,45.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,<1,female div/dep/mar,guarantor,real estate,none,own,skilled,none,yes,good
602.0,9.0,918.0,4.0,1.0,30.0,1.0,1.0,0<=X<200,existing paid,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
603.0,24.0,1837.0,4.0,4.0,34.0,1.0,1.0,0<=X<200,all paid,education,<100,4<=X<7,female div/dep/mar,none,no known property,bank,for free,unskilled resident,none,yes,bad
604.0,36.0,3349.0,4.0,2.0,28.0,1.0,1.0,no checking,existing paid,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,car,none,own,high qualif/self emp/mgmt,yes,yes,bad
605.0,10.0,1275.0,4.0,2.0,23.0,1.0,1.0,>=200,existing paid,furniture/equipment,<100,<1,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,good
606.0,24.0,2828.0,4.0,4.0,22.0,1.0,1.0,<0,all paid,furniture/equipment,500<=X<1000,1<=X<4,male single,none,real estate,stores,own,skilled,yes,yes,good
607.0,24.0,4526.0,3.0,2.0,74.0,1.0,1.0,no checking,critical/other existing credit,business,<100,1<=X<4,male single,none,real estate,none,own,high qualif/self emp/mgmt,yes,yes,good
608.0,36.0,2671.0,4.0,4.0,50.0,1.0,1.0,0<=X<200,existing paid,radio/tv,100<=X<500,1<=X<4,female div/dep/mar,co applicant,no known property,none,for free,skilled,none,yes,bad
609.0,18.0,2051.0,4.0,1.0,33.0,1.0,1.0,no checking,existing paid,radio/tv,<100,<1,male single,none,real estate,none,own,skilled,none,yes,good
610.0,15.0,1300.0,4.0,4.0,45.0,1.0,2.0,no checking,existing paid,used car,no known savings,>=7,male single,none,no known property,bank,for free,skilled,none,yes,good
611.0,12.0,741.0,4.0,3.0,22.0,1.0,1.0,<0,existing paid,domestic appliance,100<=X<500,unemployed,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
612.0,10.0,1240.0,1.0,4.0,48.0,1.0,2.0,>=200,existing paid,new car,100<=X<500,>=7,female div/dep/mar,none,no known property,none,for free,unskilled resident,none,yes,bad
613.0,21.0,3357.0,4.0,2.0,29.0,1.0,1.0,<0,existing paid,radio/tv,>=1000,<1,female div/dep/mar,none,car,bank,own,skilled,none,yes,good
614.0,24.0,3632.0,1.0,4.0,22.0,1.0,1.0,<0,all paid,used car,<100,1<=X<4,female div/dep/mar,guarantor,car,bank,rent,skilled,none,no,good
615.0,18.0,1808.0,4.0,1.0,22.0,1.0,1.0,no checking,delayed previously,furniture/equipment,<100,4<=X<7,female div/dep/mar,none,real estate,none,own,skilled,none,yes,bad
616.0,48.0,12204.0,2.0,2.0,48.0,1.0,1.0,0<=X<200,no credits/all paid,business,no known savings,1<=X<4,male single,none,car,bank,own,high qualif/self emp/mgmt,yes,yes,good
617.0,60.0,9157.0,2.0,2.0,27.0,1.0,1.0,0<=X<200,delayed previously,radio/tv,no known savings,1<=X<4,male single,none,no known property,none,for free,high qualif/self emp/mgmt,none,yes,good
618.0,6.0,3676.0,1.0,3.0,37.0,3.0,2.0,<0,critical/other existing credit,new car,<100,1<=X<4,male single,none,real estate,none,rent,skilled,none,yes,good
619.0,30.0,3441.0,2.0,4.0,21.0,1.0,1.0,0<=X<200,existing paid,furniture/equipment,100<=X<500,1<=X<4,female div/dep/mar,co applicant,car,none,rent,skilled,none,yes,bad
620.0,12.0,640.0,4.0,2.0,49.0,1.0,1.0,no checking,existing paid,new car,<100,1<=X<4,male div/sep,none,real estate,none,own,unskilled resident,none,yes,good
621.0,21.0,3652.0,2.0,3.0,27.0,2.0,1.0,0<=X<200,critical/other existing credit,business,<100,4<=X<7,male single,none,life insurance,none,own,skilled,none,yes,good
622.0,18.0,1530.0,3.0,2.0,32.0,2.0,1.0,no checking,critical/other existing credit,new car,<100,1<=X<4,male single,none,life insurance,bank,own,skilled,none,yes,bad
623.0,48.0,3914.0,4.0,2.0,38.0,1.0,1.0,no checking,existing paid,business,no known savings,1<=X<4,male div/sep,none,real estate,bank,own,skilled,none,yes,bad
624.0,12.0,1858.0,4.0,1.0,22.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,<1,female div/dep/mar,none,car,none,rent,skilled,none,yes,good
625.0,18.0,2600.0,4.0,4.0,65.0,2.0,1.0,<0,existing paid,radio/tv,<100,1<=X<4,male single,none,no known property,none,for free,skilled,none,yes,bad
626.0,15.0,1979.0,4.0,2.0,35.0,1.0,1.0,no checking,existing paid,radio/tv,no known savings,>=7,male single,none,car,none,own,skilled,none,yes,good
627.0,6.0,2116.0,2.0,2.0,41.0,1.0,1.0,>=200,existing paid,furniture/equipment,<100,1<=X<4,male single,none,real estate,none,own,skilled,yes,yes,good
628.0,9.0,1437.0,2.0,3.0,29.0,1.0,1.0,0<=X<200,all paid,new car,100<=X<500,4<=X<7,male single,none,no known property,none,own,skilled,none,yes,bad
629.0,42.0,4042.0,4.0,4.0,36.0,2.0,1.0,no checking,critical/other existing credit,furniture/equipment,500<=X<1000,1<=X<4,male single,none,real estate,none,own,skilled,yes,yes,good
630.0,9.0,3832.0,1.0,4.0,64.0,1.0,1.0,no checking,existing paid,education,no known savings,>=7,male single,none,real estate,none,own,unskilled resident,none,yes,good
